IDENTITY,,,,,,,FUNCTION,,,,,STRUCTURE / DESIGN,,,,,MATERIAL,,,ELECTRICAL,,,,,,,,INTALLATION,,,,,,,,COMPATIBILITY,,,,MESUREMENTS,,,,,,,,,,,,,,PPC_Term			,,,,,,
SKU_ID,IMG_LINK,IMG,Stock,"Product
Name","Finish
Name","Colour
Family","Socket
Type","Switch
Included","Switch
Type","Mount
Type","Shade
Support","Body
Pattern","Ring
Count","Shade
Rings Qty","Lock
Nut Qty","Cable
Grip
Included","Body
Material
(Primary)","Ring
Material","Insert
Material
(Secondary)","Voltage
Range","Max
Wattage","Terminal
Type",Dimmable,"IP
Rating",Frequency,Class,"Earth
Terminal","Parts
List","Wiring
Type","Install
Type","Req
Electrician","Tools
Required","Assembly
Req","Cap
Easy
DIY","Assembly
Complex","Shade
Hole
Size","Compatible
Shade
Type","Compatible
Shade
Size ","Indoor/
Outdoor","Height
mm","Width
mm","Depth
mm","Diameter
mm","Shade
Diameter
mm","Cable
Length
mm","Adjust
Arm","Weight
g","CE
Cert
ID","UKCA
Cert
ID","RoHS
Cert
ID","WEEE
Reg","Safety
Warnings",Postage Cost,Exact Match Keyword,Phrase Match Keyword,Broad Match Keyword,Negative Keywords,Max Bid,Min Bid,Suggested Search Terms
LHCNE27BY,http://dashboard.digitweblk.com/Productimages/CNHRBK.jpg,,20,,Shiny Black,Shiny Black,E27,NO,NO,Pendant ,FALSE,Cone tapered body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"cable nipple,lock screw,metal Cone sheel,Ceramic socket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,100,42,42,42,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHCNE27CH,https://dashboard.digitweblk.com/Productimages/5146.jpg,,47,,Polished Chrome,Silver,E27,NO,NO,Pendant ,FALSE,Cone tapered body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"cable nipple,lock screw,metal Cone sheel,Ceramic socket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,100,42,42,42,,,,,,,,,,2.7,E27 Polished Chrome Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder
LHCNE27CO,http://dashboard.digitweblk.com/Productimages/CNHRCR.jpg,,107,,Brass / Gold,Copper,E27,NO,NO,Pendant ,FALSE,Cone tapered body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"cable nipple,lock screw,metal Cone sheel,Ceramic socket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,100,42,42,42,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHCNE27GB,http://dashboard.digitweblk.com/Productimages/CNHRGBS.jpg,,82,,Brass ,Green Brass,E27,NO,NO,Pendant ,FALSE,Cone tapered body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"cable nipple,lock screw,metal Cone sheel,Ceramic socket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,100,42,42,42,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHCNE27RO,http://dashboard.digitweblk.com/Productimages/LHCNE27RO.jpg,,77,,Rose gold,Rose gold,E27,NO,NO,Pendant ,FALSE,Cone tapered body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"cable nipple,lock screw,metal Cone sheel,Ceramic socket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,100,42,42,42,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
LHCNE27SN,https://dashboard.digitweblk.com/Productimages/5148.jpg,,81,,Brass ,Satin Nickel,E27,NO,NO,Surface / Ceiling,FALSE,Cone tapered body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"cable nipple,lock screw,metal Cone sheel,Ceramic socket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,100,42,42,42,,,,,,,,,,2.7,E27 Brass Ceiling Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHCTOCO,https://dashboard.digitweblk.com/Productimages/23113.jpg,,-5,,Brass / Gold,Copper,E27,NO,NO,Surface / Ceiling,TRUE,Threaded Cylinder,2,2,0,No,Metal,Metal,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Ceiling mounting plate
Metal holder body
Internal ceramic socket
 Threaded mounting rod
 Two shade rings",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,78,68,68,68,,,,,,,,,,2.7,E27 Brass / Copper Ceiling Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHCTOFG,https://dashboard.digitweblk.com/Productimages/23364.jpg,,10,,French Gold ,Silver,E27,NO,NO,Surface / Ceiling,TRUE,Threaded Cylinder,2,2,0,No,Metal,Metal,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Ceiling mounting plate
Metal holder body
Internal ceramic socket
 Threaded mounting rod
 Two shade rings",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,78,68,68,68,,,,,,,,,,2.7,E27 French Gold Ceiling Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | french gold lamp holder | E27 french gold pendant lamp holder
LHCTOYB,https://dashboard.digitweblk.com/Productimages/23112.jpg,,20,,Brass / Gold,Yellow Brass,E27,NO,NO,Surface / Ceiling,TRUE,Threaded Cylinder,2,2,0,No,Metal,Metal,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Ceiling mounting plate
Metal holder body
Internal ceramic socket
 Threaded mounting rod
 Two shade rings",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,78,68,68,68,,,,,,,,,,2.7,E27 Brass / Copper Ceiling Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHDHE27BN,http://dashboard.digitweblk.com/Productimages/DRRDHRE27MBK.jpg,,14,,Satin black,Satin black,E27,NO,NO,Pendant ,TRUE,Threaded Cylinder,2,2,0,Yes,Metal,Metal,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Metal outer body
Internal E27 socket
Cable locking screw
 Two shade rings
Threaded holder body",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,85,40,40,40,,,,,,,,,,2.7,E27 Satin Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHDHE27CO,http://dashboard.digitweblk.com/Productimages/DRRDHRE27CR.jpg,,152,,Brass / Gold,Copper,E27,NO,NO,Pendant ,TRUE,Threaded Cylinder,2,2,0,Yes,Metal,Metal,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Metal outer body
Internal E27 socket
Cable locking screw
 Two shade rings
Threaded holder body",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,85,40,40,40,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHDHE27RO,http://dashboard.digitweblk.com/Productimages/DRRDHRE27RGD.jpg,,191,,Rose gold,Rose gold,E27,NO,NO,Pendant ,TRUE,Threaded Cylinder,2,2,0,Yes,Metal,Metal,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Metal outer body
Internal E27 socket
Cable locking screw
 Two shade rings
Threaded holder body",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,85,40,40,40,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
LHEDE27GD,http://dashboard.digitweblk.com/Productimages/LHEDB22GD.jpg,,1690,,Gold,Gold,B22,NO,NO,Ceiling Mount / Pendant Base,TRUE,Threaded metal body,-,2,1,Yes,Brass,Brass,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Metal top cap with cable screw
 Threaded metal body
 Two shade rings
 Internal ceramic socket
Insulating base",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Metal / Glass / 
Fabric shade","Any lamp shade with
40mmm top opening
can be fited",Indoor,56,38,38,38,,,,,,,,,,2.7,B22 Gold Pendant Lamp Holder,B22 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,B22 lamp holder | gold lamp holder | B22 gold pendant lamp holder | B22 bayonet lamp holder | B22 pendant bulb holder
LHHTE27BM,http://dashboard.digitweblk.com/Productimages/LHHTE27BM.jpg,,132,,Matte Black,Black,E27,NO,NO,Ceiling /Table Lamp,TRUE,Smooth dome,-,1,1,Yes,Plastic,Plastic,Plastic,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes,"Plastic outer dome body
 Internal E27 socket insert
 Threaded lower body for shade mounting
Plastic shade ring
 Top threaded cable entry with nut
 3-core electrical wire",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Metal / Glass / 
Fabric shade","Any lamp shade with
40mmm top opening
can be fited",Indoor,65,60,60,60,,,,,,,,,,2.7,E27 Matte Black Table Lamp Lamp Holder,E27 table lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | table lamp holder with switch | E27 table lamp socket
LHLFE275BM,https://dashboard.digitweblk.com/Productimages/7595.jpg,,566,,Matte Black,Black,E27,NO,NO,Ceiling /Table Lamp,TRUE,Dome Body With Extension Tube,-,1,0,No,Plastic,Plastic,Plastic,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes," Internal socket insert
Bottom threaded shade mount
Plastic shade ring
Metal extension tube (55 mm)
Threaded cable entry with nut
3-core wire",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Metal / Glass / 
Fabric shade","Any lamp shade with
40mmm top opening
can be fited",Indoor,65,60,60,60,,,,,,,,,,2.7,E27 Matte Black Table Lamp Lamp Holder,E27 table lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | table lamp holder with switch | E27 table lamp socket
LHLFE27BM,https://dashboard.digitweblk.com/Productimages/4198.jpg,,242,,Matte Black,Black,E27,NO,NO,Ceiling /Table Lamp,TRUE,Dome Body With Extension Tube,-,1,0,No,Plastic,Plastic,Plastic,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,Yes," Internal socket insert
Bottom threaded shade mount
Plastic shade ring
Metal extension tube (55 mm)
Threaded cable entry with nut
3-core wire",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Metal / Glass / 
Fabric shade","Any lamp shade with
40mmm top opening
can be fited",Indoor,65,60,60,60,,,,,,,,,,2.7,E27 Matte Black Table Lamp Lamp Holder,E27 table lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | table lamp holder with switch | E27 table lamp socket
LHLTE27BL,http://dashboard.digitweblk.com/Productimages/LHLTE27BL.jpg,,-1,,Gloss Blue,Blue,E27,NO,NO,Pendant ,FALSE,Cylindrical Ceramic Body,-,-,-,No,Ceramic ,-,Ceramic ,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Yes,"Ceramic E27 socket body
Internal brass terminals
Long threaded steel rod
Metal rod connector sleeve",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,,,,,,,,,,,,,,2.7,E27 Gloss Blue Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.15,E27 lamp holder
LHLTE27BM,http://dashboard.digitweblk.com/Productimages/LHLTE27BM.jpg,,-52,,Matte Black,Black,E27,NO,NO,Pendant ,FALSE,Cylindrical Ceramic Body,-,-,-,No,Ceramic ,-,Ceramic ,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Yes,"Ceramic E27 socket body
Internal brass terminals
Long threaded steel rod
Metal rod connector sleeve",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,,,,,,,,,,,,,,2.7,E27 Matte Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHLTE27GG,http://dashboard.digitweblk.com/Productimages/LHLTE27GG.jpg,,-12,,Gold,Gold,E27,NO,NO,Pendant ,FALSE,Cylindrical Ceramic Body,-,-,-,No,Ceramic ,-,Ceramic ,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Yes,"Ceramic E27 socket body
Internal brass terminals
Long threaded steel rod
Metal rod connector sleeve",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,,,,,,,,,,,,,,2.7,E27 Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | gold lamp holder | E27 gold pendant lamp holder
LHLTE27GR,http://dashboard.digitweblk.com/Productimages/LHLTE27GR.jpg,,-2,,Gloss Green,Green,E27,NO,NO,Pendant ,FALSE,Cylindrical Ceramic Body,-,-,-,No,Ceramic ,-,Ceramic ,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Yes,"Ceramic E27 socket body
Internal brass terminals
Long threaded steel rod
Metal rod connector sleeve",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,,,,,,,,,,,,,,2.7,E27 Gloss Green Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.15,E27 lamp holder
LHLTE27WH,http://dashboard.digitweblk.com/Productimages/LHLTE27WH.jpg,,71,,White,White,E27,NO,NO,Pendant ,FALSE,Cylindrical Ceramic Body,-,-,-,No,Ceramic ,-,Ceramic ,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Yes,"Ceramic E27 socket body
Internal brass terminals
Long threaded steel rod
Metal rod connector sleeve",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,,,,,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHLTE27YE,http://dashboard.digitweblk.com/Productimages/LHLTE27YE.jpg,,-2,,gloss Yellow,Yellow,E27,NO,NO,Pendant ,FALSE,Cylindrical Ceramic Body,-,-,-,No,Ceramic ,-,Ceramic ,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,Yes,"Ceramic E27 socket body
Internal brass terminals
Long threaded steel rod
Metal rod connector sleeve",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,-,-,Indoor,,,,,,,,,,,,,,2.7,E27 Gloss Yellow Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.15,E27 lamp holder
LHLWB22WH,http://dashboard.digitweblk.com/Productimages/BKLHRB22WE.jpg,,3,,White,White,B22,NO,NO,Pendant ,TRUE,Conical Plastic Body,-,1,-,Yes,plastic,plastic,Heat Resistant Plastic,110–240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,,1,No,"Metal top cap with cable screw
Outer metal sleeve body
Inner E27 socket insert
Rotary switch module
Bottom threaded body
Two shade locking rings
Cable grip",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades","Any lamp shade with
40mmm top opening
can be fited",Indoor,85,41,41,41,,,,,,,,,,2.7,B22 White Pendant Lamp Holder,B22 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,B22 lamp holder | B22 bayonet lamp holder | B22 pendant bulb holder
LHMTE27FG,https://dashboard.digitweblk.com/Productimages/3215.jpg,,-1,,French Gold ,Silver,E27,YES,Rotary Switch,Pendant,TRUE,Threaded cylinder,-,2,1,Yes,Metal,Metal,Plastic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Metal top cap with cable screw
Outer metal sleeve body
Inner E27 socket insert
Rotary switch module
Bottom threaded body
Two shade locking rings
Cable grip",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades","Any lamp shade with
40mmm top opening
can be fited",Indoor,69,35,35,35,,,,,,,,,,2.7,E27 French Gold Switched Lamp Holder,E27 switched lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | french gold lamp holder | E27 french gold pendant lamp holder | E27 lamp holder with switch | switched lamp holder
LHNHE27BY,http://dashboard.digitweblk.com/Productimages/NKBTEHRBK.jpg,,56,,Shiny Black,Shiny Black,E27,NO,NO,"Cable / 
Pendant Mount",FALSE,Decorative ribbed body,0,0,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative Holder Cover
Cord Grip / Cable Strain Relief
M10 Hollow Threaded Nipple
Fixing Lock Nut
Socket Mount Bracket
E27 Ceramic Lamp Holder",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,110,48,48,48,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHNHE27CH,http://dashboard.digitweblk.com/Productimages/NKBTEHRCE.jpg,,40,,Polished Chrome,Silver,E27,NO,NO,,FALSE,Decorative ribbed body,0,0,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative Holder Cover
Cord Grip / Cable Strain Relief
M10 Hollow Threaded Nipple
Fixing Lock Nut
Socket Mount Bracket
E27 Ceramic Lamp Holder",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,110,48,48,48,,,,,,,,,,2.7,E27 Polished Chrome Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder
LHNHE27CO,http://dashboard.digitweblk.com/Productimages/NKBTEHRCR.jpg,,21,,Brass / Gold,Copper,E27,NO,NO,,FALSE,Decorative ribbed body,0,0,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative Holder Cover
Cord Grip / Cable Strain Relief
M10 Hollow Threaded Nipple
Fixing Lock Nut
Socket Mount Bracket
E27 Ceramic Lamp Holder",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,110,48,48,48,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHNHE27GB,http://dashboard.digitweblk.com/Productimages/LHNHE27GB.jpg,,72,,Brass ,Green Brass,E27,NO,NO,,FALSE,Decorative ribbed body,0,0,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative Holder Cover
Cord Grip / Cable Strain Relief
M10 Hollow Threaded Nipple
Fixing Lock Nut
Socket Mount Bracket
E27 Ceramic Lamp Holder",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,110,48,48,48,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
LHNHE27YB,http://dashboard.digitweblk.com/Productimages/NKBTEHRBS.jpg,,54,,Brass / Gold,Yellow Brass,E27,NO,NO,,FALSE,Decorative ribbed body,0,0,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative Holder Cover
Cord Grip / Cable Strain Relief
M10 Hollow Threaded Nipple
Fixing Lock Nut
Socket Mount Bracket
E27 Ceramic Lamp Holder",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,110,48,48,48,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHNSE27- Fully Earthed Pendant Holder,http://dashboard.digitweblk.com/Productimages/7813.jpg,,10,,-,,E27,NO,NO,,TRUE,"Smooth cylinder with
 knurled ring",0,0,1,Yes,Metal,Metal,Ceramic,110-240V,60W,Strip Wire ,"Depends on 
bulb & Switch ",IP20,50Hz,1,yes,"Cord Grip / Cable Entry
Threaded Nipple (M10 Hollow Thread Tube)
Fixing Lock Nut
Metal Lamp Holder Body
Knurled Shade Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor ,90,40,40,40,,,,,,,,,,2.7,E27 Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
